blind_id,task,repeat,condition,round,source,brief_intent_alignment,clarity_information_hierarchy,visual_system_craft,expressiveness_distinctiveness,overall
TG01_I055,ab000001,0,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000001/candidates/r2.png,69,59,77,83,67
TG01_I056,ab000001,1,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000001/candidates/r3.png,84,80,84,77,82
TG01_I057,ab000001,2,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000001/candidates/r2.png,29,40,47,43,34
TG01_I058,ab000001,2,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000001/candidates/r1.png,18,25,31,26,21
TG01_I059,ab000001,0,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000001/candidates/r5.png,23,29,37,40,27
TG01_I060,ab000001,2,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000001/candidates/r4.png,29,40,47,43,34
TG01_I061,ab000001,0,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000001/candidates/r4.png,88,84,87,80,86
TG01_I062,ab000001,0,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000001/candidates/r1.png,72,63,78,83,70
TG01_I063,ab000001,0,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000001/candidates/r1.png,76,67,81,83,74
TG01_I064,ab000001,1,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000001/candidates/r3.png,62,56,61,68,59
TG01_I065,ab000001,2,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000001/candidates/r2.png,18,25,31,26,21
TG01_I066,ab000001,1,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000001/candidates/r1.png,72,70,73,69,71
TG01_I067,ab000001,0,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000001/candidates/r4.png,73,64,79,83,71
TG01_I068,ab000001,1,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000001/candidates/r1.png,71,69,72,68,70
TG01_I069,ab000001,0,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000001/candidates/r1.png,87,83,86,79,85
TG01_I070,ab000001,2,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000001/candidates/r3.png,18,25,31,26,21
TG01_I071,ab000001,1,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000001/candidates/r4.png,82,80,83,74,80
TG01_I072,ab000001,1,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000001/candidates/r4.png,54,58,65,68,57
TG01_I073,ab000001,0,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000001/candidates/r4.png,75,66,80,84,73
TG01_I074,ab000001,0,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000001/candidates/r2.png,85,81,85,78,83
TG01_I075,ab000001,1,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000001/candidates/r2.png,51,55,63,66,55
TG01_I076,ab000001,1,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000001/candidates/r4.png,82,80,83,74,81
TG01_I077,ab000001,1,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000001/candidates/r2.png,83,81,84,73,81
TG01_I078,ab000001,0,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000001/candidates/r3.png,78,69,82,84,76
TG02_I001,ab000002,2,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000002/candidates/r5.png,89,87,88,86,87
TG02_I002,ab000002,1,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000002/candidates/r5.png,87,85,86,84,85
TG02_I003,ab000002,2,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000002/candidates/r4.png,34,43,58,54,40
TG02_I004,ab000002,0,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000002/candidates/r2.png,79,77,78,76,77
TG02_I005,ab000002,1,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000002/candidates/r3.png,90,88,89,87,88
TG02_I006,ab000002,2,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000002/candidates/r4.png,84,82,83,81,82
TG02_I007,ab000002,0,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000002/candidates/r2.png,86,84,85,83,84
TG02_I008,ab000002,0,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000002/candidates/r4.png,80,78,79,77,78
TG02_I009,ab000002,1,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000002/candidates/r1.png,82,80,81,79,80
TG02_I010,ab000002,2,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000002/candidates/r2.png,89,87,88,86,87
TG02_I011,ab000002,0,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000002/candidates/r5.png,87,85,86,84,85
TG02_I012,ab000002,1,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000002/candidates/r3.png,81,79,80,78,79
TG02_I013,ab000002,2,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000002/candidates/r0.png,83,81,82,80,81
TG02_I014,ab000002,1,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000002/candidates/r4.png,90,88,89,87,88
TG02_I015,ab000002,2,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000002/candidates/r1.png,88,86,87,85,86
TG02_I016,ab000002,1,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000002/candidates/r1.png,86,84,85,83,84
TG02_I017,ab000002,1,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000002/candidates/r3.png,84,82,83,81,82
TG02_I018,ab000002,2,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000002/candidates/r5.png,82,80,81,79,80
TG02_I019,ab000002,1,AXES,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000002/candidates/r1.png,89,87,88,86,87
TG02_I020,ab000002,2,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000002/candidates/r3.png,87,85,86,84,85
TG02_I021,ab000002,1,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000002/candidates/r5.png,85,83,84,82,83
TG02_I022,ab000002,1,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000002/candidates/r3.png,83,81,82,80,81
TG02_I023,ab000002,2,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000002/candidates/r1.png,90,88,89,87,88
TG02_I024,ab000002,0,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000002/candidates/r4.png,84,82,83,81,82
TG02_I025,ab000002,1,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000002/candidates/r4.png,86,84,85,83,84
TG02_I026,ab000002,0,FUSED,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000002/candidates/r3.png,80,78,79,77,78
TG02_I027,ab000002,2,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000002/candidates/r3.png,82,80,81,79,80
TG02_I028,ab000002,0,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000002/candidates/r1.png,89,87,88,86,87
TG02_I029,ab000002,0,CEN_MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000002/candidates/r3.png,87,85,86,84,85
TG02_I030,ab000002,1,CEN_MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000002/candidates/r2.png,85,83,84,82,83
TG02_I031,ab000002,0,SELF,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000002/candidates/r1.png,83,81,82,80,81
TG02_I032,ab000002,1,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000002/candidates/r1.png,90,88,89,87,88
TG02_I033,ab000002,2,AXES,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000002/candidates/r4.png,88,86,87,85,86
TG02_I034,ab000002,2,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000002/candidates/r4.png,86,84,85,83,84
TG02_I035,ab000002,1,MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000002/candidates/r1.png,84,82,83,81,82
TG02_I036,ab000002,1,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000002/candidates/r0.png,78,76,77,75,76
TG02_I037,ab000002,0,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000002/candidates/r3.png,89,87,88,86,87
TG02_I038,ab000002,1,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/FUSED/problems/ab000002/candidates/r2.png,87,85,86,84,85
TG02_I039,ab000002,1,MAD,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000002/candidates/r3.png,85,83,84,82,83
TG02_I040,ab000002,2,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/AXES/problems/ab000002/candidates/r3.png,83,81,82,80,81
TG02_I041,ab000002,0,AXES,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000002/candidates/r3.png,90,88,89,87,88
TG02_I042,ab000002,1,AXES,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000002/candidates/r5.png,88,86,87,85,86
TG02_I043,ab000002,1,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/CEN_MAD/problems/ab000002/candidates/r4.png,86,84,85,83,84
TG02_I044,ab000002,2,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000002/candidates/r3.png,80,78,79,77,78
TG02_I045,ab000002,2,FUSED,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000002/candidates/r5.png,82,80,81,79,80
TG02_I046,ab000002,0,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000002/candidates/r4.png,89,87,88,86,87
TG02_I047,ab000002,2,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000002/candidates/r2.png,87,85,86,84,85
TG02_I048,ab000002,0,FUSED,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000002/candidates/r1.png,81,79,80,78,79
TG02_I049,ab000002,0,SELF,3,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000002/candidates/r3.png,83,81,82,80,81
TG02_I050,ab000002,0,FUSED,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/FUSED/problems/ab000002/candidates/r4.png,86,84,85,83,84
TG02_I051,ab000002,0,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/AXES/problems/ab000002/candidates/r2.png,88,86,87,85,86
TG02_I052,ab000002,0,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000002/candidates/r1.png,82,80,81,79,80
TG02_I053,ab000002,1,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000002/candidates/r2.png,84,82,83,81,82
TG02_I054,ab000002,2,FUSED,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/FUSED/problems/ab000002/candidates/r2.png,82,80,81,79,80
TG02_I055,ab000002,2,MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000002/candidates/r4.png,89,87,88,86,87
TG02_I056,ab000002,0,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/MAD/problems/ab000002/candidates/r2.png,87,85,86,84,85
TG02_I057,ab000002,0,R0,0,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000002/candidates/r0.png,85,83,84,82,83
TG02_I058,ab000002,2,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000002/candidates/r5.png,32,41,56,52,38
TG02_I059,ab000002,2,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/SELF/problems/ab000002/candidates/r5.png,86,84,85,83,84
TG02_I060,ab000002,0,CEN_MAD,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000002/candidates/r4.png,88,86,87,85,86
TG02_I061,ab000002,1,MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/MAD/problems/ab000002/candidates/r5.png,86,84,85,83,84
TG02_I062,ab000002,2,CEN_MAD,1,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/CEN_MAD/problems/ab000002/candidates/r1.png,84,82,83,81,82
TG02_I063,ab000002,0,SELF,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000002/candidates/r2.png,78,76,77,75,76
TG02_I064,ab000002,2,MAD,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_2/shards/q38a/MAD/problems/ab000002/candidates/r2.png,89,87,88,86,87
TG02_I065,ab000002,0,CEN_MAD,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/CEN_MAD/problems/ab000002/candidates/r5.png,87,85,86,84,85
TG02_I066,ab000002,1,AXES,2,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/AXES/problems/ab000002/candidates/r2.png,85,83,84,82,83
TG02_I067,ab000002,1,SELF,4,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_1/shards/q38a/SELF/problems/ab000002/candidates/r4.png,83,81,82,80,81
TG02_I068,ab000002,0,SELF,5,results_b200_2/intent4_qwen38_27b_30task_3seed_5r/repeat_0/shards/q38a/SELF/problems/ab000002/candidates/r5.png,90,88,89,87,88
