blind_id,task,condition,round,source,brief,visual_concept_imagery_score,visual_concept_imagery_reason,composition_hierarchy_score,composition_hierarchy_reason,typography_integration_score,typography_integration_reason,color_atmosphere_craft_score,color_atmosphere_craft_reason,overall_score,overall_reason
PG02_I08,task_02,SELF,3,results_b200_3/poster_aesthetic5/qwen38/experiment/SELF/task_02/round_03/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",76,"The suspended spiral figure is immediately legible as controlled motion, but repetition of a logo-like pose limits narrative and emotional depth.",75,"A clean left text/right figure counterbalance guides the eye well, though the centered shadow and repeated curve feel compositionally familiar.",83,"Consistent serif hierarchy, accent rule, and generous negative space keep every required line readable and compositionally integrated.",67,"The cream spiral, lavender arms, and soft floor shadow form a coherent nocturnal palette, but the lighting looks softly airbrushed.",74,"The strongest evidence is in typography (83): Consistent serif hierarchy, accent rule, and generous negative space keep every required line readable and compositionally integrated. The principal limitation is craft (67): The cream spiral, lavender arms, and soft floor shadow form a coherent nocturnal palette, but the lighting looks softly airbrushed. The remaining evidence is composition 75, concept 76, typography 83, and craft 67. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I09,task_02,MAD,4,results_b200_3/poster_aesthetic5/qwen38/experiment/MAD/task_02/round_04/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",81,The elongated body threaded through loose loops creates a convincing push-pull between restraint and fluid release.,81,The tall gestural stroke and looping secondary line create vertical lift and rhythmic tension while balancing the compact left information column.,80,"The unusually spaced title echoes bodily tension and all supporting text is readable, though the title rhythm is slightly mannered.",74,The calligraphic cream stroke and translucent violet loop create elegant depth and restrained tension with a polished gallery-like finish.,79,"The strongest evidence is in concept (81): The elongated body threaded through loose loops creates a convincing push-pull between restraint and fluid release. The principal limitation is craft (74): The calligraphic cream stroke and translucent violet loop create elegant depth and restrained tension with a polished gallery-like finish. The remaining evidence is composition 81, concept 81, typography 80, and craft 74. Holistically, the concept strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I10,task_02,SELF,4,results_b200_3/poster_aesthetic5/qwen38/experiment/SELF/task_02/round_04/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",76,"The suspended spiral figure is immediately legible as controlled motion, but repetition of a logo-like pose limits narrative and emotional depth.",75,"A clean left text/right figure counterbalance guides the eye well, though the centered shadow and repeated curve feel compositionally familiar.",83,The classic title block and fine rule create a clear sophisticated voice; all required copy is complete and legible.,65,"The cream spiral has pleasant glow and tonal separation, but blur and the arbitrary black shadow weaken material conviction.",73,"The strongest evidence is in typography (83): The classic title block and fine rule create a clear sophisticated voice; all required copy is complete and legible. The principal limitation is craft (65): The cream spiral has pleasant glow and tonal separation, but blur and the arbitrary black shadow weaken material conviction. The remaining evidence is composition 75, concept 76, typography 83, and craft 65. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I11,task_02,AXES,5,results_b200_3/poster_aesthetic5/qwen38/experiment/AXES/task_02/round_05/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",82,"The enlarged spiral body and raised arms create a strong icon of weightlessness under tension, with a slightly uncanny bodily presence.",83,"The large central figure commands the field and the low split text blocks create a broad triangular route, although the bottom becomes slightly crowded.",82,"The large lower-left title actively anchors the gestural figure, while the subtitle and event details form a clear opposing block.",78,"The bright sculptural figure, subtle red accents, and deep aubergine background create strong physical drama with clean luminous modeling.",81,"The strongest evidence is in composition (83): The large central figure commands the field and the low split text blocks create a broad triangular route, although the bottom becomes slightly crowded. The principal limitation is craft (78): The bright sculptural figure, subtle red accents, and deep aubergine background create strong physical drama with clean luminous modeling. The remaining evidence is composition 83, concept 82, typography 82, and craft 78. Holistically, the composition strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I12,task_02,FUSED,1,results_b200_3/poster_aesthetic5/qwen38/experiment/FUSED/task_02/round_01/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",85,"The sweeping limbs and ribbon-like trajectories make the body feel simultaneously anchored, stretched, and released in space.",88,"The giant sweeping limb crosses the frame and title with excellent scale tension, while smaller arcs extend the motion into otherwise useful negative space.",91,Expressive changes in title scale and line breaks embody control and release; all required copy stays crisp and intelligently placed.,82,"The ivory and lavender gestural strokes are beautifully integrated, with fine crossing lines and a violet glow giving real depth and energy.",88,"The strongest evidence is in typography (91): Expressive changes in title scale and line breaks embody control and release; all required copy stays crisp and intelligently placed. The principal limitation is craft (82): The ivory and lavender gestural strokes are beautifully integrated, with fine crossing lines and a violet glow giving real depth and energy. The remaining evidence is composition 88, concept 85, typography 91, and craft 82. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I13,task_02,FUSED,3,results_b200_3/poster_aesthetic5/qwen38/experiment/FUSED/task_02/round_03/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",87,"The radically stretched segmented dancer turns anatomy into a tense arc, strongly embodying balance, strain, and imminent release.",85,The cropped body forms a dynamic diagonal scaffold and the vertical title along the edge intensifies the sense of imbalance and physical strain.,35,"The rotated, fragmented title becomes difficult to parse and reads as decoration; supporting copy is dim and crowded despite being present.",71,"The bone figure gains drama from burgundy joints and deep shadow, but the cropped, noisy finish is less controlled than the best variants.",55,"The strongest evidence is in concept (87): The radically stretched segmented dancer turns anatomy into a tense arc, strongly embodying balance, strain, and imminent release. The principal limitation is typography (35): The rotated, fragmented title becomes difficult to parse and reads as decoration; supporting copy is dim and crowded despite being present. The remaining evidence is composition 85, concept 87, typography 35, and craft 71. The typography failure is critical enough to cap the otherwise stronger poster."
PG02_I14,task_02,CEN_MAD,3,results_b200_3/poster_aesthetic5/qwen38/experiment/CEN_MAD/task_02/round_03/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",79,"The fragmented figure emerging from faint repeated outlines conveys collapse and reconstruction, though the cropped placement softens its immediate impact.",77,"The fragmented dancer rises from the lower edge and offsets the upper-left title effectively, but the central field lacks a stronger connective rhythm.",84,"A compact serif title, italic subtitle, and strong lower event block produce clear theatrical hierarchy with complete information.",66,"The segmented ivory body has clear tonal contrast, yet faint line ghosts and a blunt purple glow make the treatment feel unfinished.",75,"The strongest evidence is in typography (84): A compact serif title, italic subtitle, and strong lower event block produce clear theatrical hierarchy with complete information. The principal limitation is craft (66): The segmented ivory body has clear tonal contrast, yet faint line ghosts and a blunt purple glow make the treatment feel unfinished. The remaining evidence is composition 77, concept 79, typography 84, and craft 66. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I15,task_02,SELF,5,results_b200_3/poster_aesthetic5/qwen38/experiment/SELF/task_02/round_05/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",76,"The suspended spiral figure is immediately legible as controlled motion, but repetition of a logo-like pose limits narrative and emotional depth.",74,"The centered figure is immediately readable and the text tiers are clear, yet the bilateral balance feels static and leaves little compositional tension.",83,"The polished two-line title and accent rule are exceptionally clean, and all required details remain readable at useful scales.",67,"The cream spiral, lavender arms, and soft floor shadow form a coherent nocturnal palette, but the lighting looks softly airbrushed.",73,"The strongest evidence is in typography (83): The polished two-line title and accent rule are exceptionally clean, and all required details remain readable at useful scales. The principal limitation is craft (67): The cream spiral, lavender arms, and soft floor shadow form a coherent nocturnal palette, but the lighting looks softly airbrushed. The remaining evidence is composition 74, concept 76, typography 83, and craft 67. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I16,task_02,MAD,2,results_b200_3/poster_aesthetic5/qwen38/experiment/MAD/task_02/round_02/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",79,"The elegant looped body creates a compact symbol of controlled rotation, but lacks the emotional fracture or release that would make it distinctive.",80,"The large looped gesture creates a memorable central knot and controlled negative space, though its dead-center placement produces an emblem rather than a journey.",82,"The title, subtitle, date, and venue are complete and well separated, but the conventional upper-left/lower-left system is only modestly expressive.",75,"The minimal cream loop and violet crossing stroke are unusually refined, balancing soft glow, clean edges, and convincing spatial suspension.",78,"The strongest evidence is in typography (82): The title, subtitle, date, and venue are complete and well separated, but the conventional upper-left/lower-left system is only modestly expressive. The principal limitation is craft (75): The minimal cream loop and violet crossing stroke are unusually refined, balancing soft glow, clean edges, and convincing spatial suspension. The remaining evidence is composition 80, concept 79, typography 82, and craft 75. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I17,task_02,AXES,3,results_b200_3/poster_aesthetic5/qwen38/experiment/AXES/task_02/round_03/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",71,The blurred spiral figure suggests motion but loses bodily specificity and reads like a generic dance-brand mark.,73,"The figure is well offset from the left text and shadow, but the small scale and wide empty middle make the hierarchy feel underpowered.",75,"The title is graceful and readable, yet the subtitle is too faint and small relative to the otherwise clear event details.",64,"The blurred spiral and low-contrast purple background are coherent but too soft, losing tactile specificity and crisp finish.",70,"The strongest evidence is in typography (75): The title is graceful and readable, yet the subtitle is too faint and small relative to the otherwise clear event details. The principal limitation is craft (64): The blurred spiral and low-contrast purple background are coherent but too soft, losing tactile specificity and crisp finish. The remaining evidence is composition 73, concept 71, typography 75, and craft 64. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I18,task_02,FUSED,2,results_b200_3/poster_aesthetic5/qwen38/experiment/FUSED/task_02/round_02/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",88,"The huge broken arc-body and cropped extremities generate exceptional strain, instability, and scale, making movement itself the central image.",87,"A cropped, angular body sweeps diagonally across the title and page, using scale, overlap, and edge tension to make the whole frame feel activated.",68,"The roughened title treatment introduces physical tension, but uneven spacing and texture reduce refinement and subtitle readability.",83,"The stark bone figure, red joint marks, and black-violet field deliver excellent charged atmosphere, with purposeful abrasions and sharp contrast.",80,"The strongest evidence is in concept (88): The huge broken arc-body and cropped extremities generate exceptional strain, instability, and scale, making movement itself the central image. The principal limitation is typography (68): The roughened title treatment introduces physical tension, but uneven spacing and texture reduce refinement and subtitle readability. The remaining evidence is composition 87, concept 88, typography 68, and craft 83. Holistically, the concept strength helps, but the weaker typography dimension keeps the poster from fully resolving as one system."
PG02_I19,task_02,CEN_MAD,5,results_b200_3/poster_aesthetic5/qwen38/experiment/CEN_MAD/task_02/round_05/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",73,"The faceted floating mannequin communicates suspension, but its neutral pose and generic digital figure provide little emotional release.",76,"The low dancer and descending title blocks create an expressive diagonal, but the figure is too faint and isolated to fully anchor the large dark field.",88,The staggered scale of THE / WEIGHT / OF / AIR gives the title bodily cadence while preserving all required copy and a strong reading order.,76,"The faceted gray-violet dancer has credible volumetric shading and a grounded spotlight, though the palette is emotionally cooler and safer.",76,"The strongest evidence is in typography (88): The staggered scale of THE / WEIGHT / OF / AIR gives the title bodily cadence while preserving all required copy and a strong reading order. The principal limitation is concept (73): The faceted floating mannequin communicates suspension, but its neutral pose and generic digital figure provide little emotional release. The remaining evidence is composition 76, concept 73, typography 88, and craft 76. Holistically, the typography strength helps, but the weaker concept dimension keeps the poster from fully resolving as one system."
PG02_I20,task_02,SELF,2,results_b200_3/poster_aesthetic5/qwen38/experiment/SELF/task_02/round_02/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",76,"The suspended spiral figure is immediately legible as controlled motion, but repetition of a logo-like pose limits narrative and emotional depth.",75,"A clean left text/right figure counterbalance guides the eye well, though the centered shadow and repeated curve feel compositionally familiar.",40,"The title and event information are visibly cropped at the left edge, making multiple required lines incomplete despite the underlying hierarchy.",65,"The cream spiral, lavender arms, and soft floor shadow form a coherent nocturnal palette, but the lighting looks softly airbrushed.",62,"The strongest evidence is in concept (76): The suspended spiral figure is immediately legible as controlled motion, but repetition of a logo-like pose limits narrative and emotional depth. The principal limitation is typography (40): The title and event information are visibly cropped at the left edge, making multiple required lines incomplete despite the underlying hierarchy. The remaining evidence is composition 75, concept 76, typography 40, and craft 65. The typography failure is critical enough to cap the otherwise stronger poster."
PG02_I21,task_02,CEN_MAD,4,results_b200_3/poster_aesthetic5/qwen38/experiment/CEN_MAD/task_02/round_04/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",79,"The fragmented figure emerging from faint repeated outlines conveys collapse and reconstruction, though the cropped placement softens its immediate impact.",78,"The title's stepped scale and low-right fragmented dancer establish a purposeful diagonal across generous negative space, though the middle remains thin.",88,"A bold staggered title gives expressive movement while the subtitle, date, and venue remain complete, readable, and well separated.",68,"The segmented figure is readable and the muted violet accents cohere, but the ambient glow and faint linework appear underdeveloped.",76,"The strongest evidence is in typography (88): A bold staggered title gives expressive movement while the subtitle, date, and venue remain complete, readable, and well separated. The principal limitation is craft (68): The segmented figure is readable and the muted violet accents cohere, but the ambient glow and faint linework appear underdeveloped. The remaining evidence is composition 78, concept 79, typography 88, and craft 68. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I22,task_02,SELF,1,results_b200_3/poster_aesthetic5/qwen38/experiment/SELF/task_02/round_01/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",76,"The hovering spiral-bodied figure neatly opposes lift and grounded shadow, but the symbol is polished rather than emotionally forceful.",75,"A clean left text/right figure counterbalance guides the eye well, though the centered shadow and repeated curve feel compositionally familiar.",83,"The title block, italic subtitle, and footer hierarchy are polished and fully legible, though close to a standard cultural-poster system.",67,"The cream spiral, lavender arms, and soft floor shadow form a coherent nocturnal palette, but the lighting looks softly airbrushed.",74,"The strongest evidence is in typography (83): The title block, italic subtitle, and footer hierarchy are polished and fully legible, though close to a standard cultural-poster system. The principal limitation is craft (67): The cream spiral, lavender arms, and soft floor shadow form a coherent nocturnal palette, but the lighting looks softly airbrushed. The remaining evidence is composition 75, concept 76, typography 83, and craft 67. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I23,task_02,MAD,3,results_b200_3/poster_aesthetic5/qwen38/experiment/MAD/task_02/round_03/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",81,The elongated body threaded through loose loops creates a convincing push-pull between restraint and fluid release.,82,"The tall central stroke gives the frame decisive vertical dominance and its orbiting line creates rhythm, balanced by compact information at upper left.",79,"The wide title spacing complements the elongated figure and all required details are clear, but the headline is less forceful at distance.",76,"The single ivory sweep and translucent lavender loop create supple motion with clean tonal control and restrained, polished illumination.",79,"The strongest evidence is in composition (82): The tall central stroke gives the frame decisive vertical dominance and its orbiting line creates rhythm, balanced by compact information at upper left. The principal limitation is craft (76): The single ivory sweep and translucent lavender loop create supple motion with clean tonal control and restrained, polished illumination. The remaining evidence is composition 82, concept 81, typography 79, and craft 76. Holistically, the composition strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I24,task_02,CEN_MAD,2,results_b200_3/poster_aesthetic5/qwen38/experiment/CEN_MAD/task_02/round_02/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",79,"The fragmented figure emerging from faint repeated outlines conveys collapse and reconstruction, though the cropped placement softens its immediate impact.",77,"The fragmented dancer rises from the lower edge and offsets the upper-left title effectively, but the central field lacks a stronger connective rhythm.",84,"The title is strong and complete, and the lower information is well ordered; integration is controlled rather than especially inventive.",66,"The pale segmented figure contrasts adequately with plum black, but smoky violet pools and barely visible outlines muddy the finish.",75,"The strongest evidence is in typography (84): The title is strong and complete, and the lower information is well ordered; integration is controlled rather than especially inventive. The principal limitation is craft (66): The pale segmented figure contrasts adequately with plum black, but smoky violet pools and barely visible outlines muddy the finish. The remaining evidence is composition 77, concept 79, typography 84, and craft 66. Holistically, the typography strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I25,task_02,AXES,4,results_b200_3/poster_aesthetic5/qwen38/experiment/AXES/task_02/round_04/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",72,The curled flying figure is recognizable but soft focus and emblem-like anatomy make the movement feel generic and emotionally remote.,80,"The enlarged centered dancer and offset lower-right details form a stable triangle, with the shadow adding depth, but the route remains somewhat symmetrical.",70,"The title contains visible letter collision/distortion around WEIGHT, reducing headline polish, while the remaining required text is clear.",63,"The small spiral figure has usable ivory-violet contrast, yet blur, stray dark marks, and uneven highlight control lower craft quality.",70,"The strongest evidence is in composition (80): The enlarged centered dancer and offset lower-right details form a stable triangle, with the shadow adding depth, but the route remains somewhat symmetrical. The principal limitation is craft (63): The small spiral figure has usable ivory-violet contrast, yet blur, stray dark marks, and uneven highlight control lower craft quality. The remaining evidence is composition 80, concept 72, typography 70, and craft 63. Holistically, the composition strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
PG02_I26,task_02,MAD,5,results_b200_3/poster_aesthetic5/qwen38/experiment/MAD/task_02/round_05/render.png,"Create an expressive promotional poster for a contemporary dance performance about the tension between physical control and emotional release. Develop a distinctive central visual suggesting a human body in motion, balance, collapse, repetition, or restrained energy. The figure does not need to be anatomically realistic; silhouette, fragmentation, gesture, line, shadow, or abstraction may be used if they create a convincing sense of movement. Required text: THE WEIGHT OF AIR; A contemporary movement performance; October 18–20 · 8 PM; Meridian Arts Theatre. The poster should feel sophisticated, physical, and emotionally charged. Avoid generic luxury branding, conventional event-card layouts, and decorative motion effects that have no relationship to the performance. Do not design a schedule, webpage, collection of cards, or informational interface. Create one unified poster composition.",81,The elongated body threaded through loose loops creates a convincing push-pull between restraint and fluid release.,84,"The sweeping central gesture and circular secondary line command the field with strong scale contrast, while the left text block acts as a firm counterweight.",82,"The title’s wide spacing and vertical contrast suit the dancing form, with complete, readable subtitle and event information.",72,"The calligraphic cream form and fine purple loop feel controlled and atmospheric, though the bottom shadow is slightly heavy and synthetic.",79,"The strongest evidence is in composition (84): The sweeping central gesture and circular secondary line command the field with strong scale contrast, while the left text block acts as a firm counterweight. The principal limitation is craft (72): The calligraphic cream form and fine purple loop feel controlled and atmospheric, though the bottom shadow is slightly heavy and synthetic. The remaining evidence is composition 84, concept 81, typography 82, and craft 72. Holistically, the composition strength helps, but the weaker craft dimension keeps the poster from fully resolving as one system."
